,relative_path,full_path,instrument,instrument_id
2474,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0702__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0702__1.wav,gac,3
2475,../../IRMAS/IRMAS-TrainingData/gac/016__[gac][dru][cou_fol]0671__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/016__[gac][dru][cou_fol]0671__2.wav,gac,3
2476,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0732__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0732__3.wav,gac,3
2477,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0559__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0559__2.wav,gac,3
2478,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0721__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0721__2.wav,gac,3
2479,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0691__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0691__3.wav,gac,3
2480,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0690__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0690__1.wav,gac,3
2481,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0607__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0607__3.wav,gac,3
2482,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0535__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0535__2.wav,gac,3
2483,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0562__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0562__3.wav,gac,3
2484,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0654__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0654__1.wav,gac,3
2485,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0614__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0614__3.wav,gac,3
2486,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0529__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0529__1.wav,gac,3
2487,../../IRMAS/IRMAS-TrainingData/gac/150__[gac][nod][cou_fol]0712__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/150__[gac][nod][cou_fol]0712__1.wav,gac,3
2488,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0665__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0665__1.wav,gac,3
2489,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0527__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0527__3.wav,gac,3
2490,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0576__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0576__3.wav,gac,3
2491,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0571__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0571__1.wav,gac,3
2492,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0590__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0590__3.wav,gac,3
2493,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0697__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0697__3.wav,gac,3
2494,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0613__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0613__3.wav,gac,3
2495,../../IRMAS/IRMAS-TrainingData/gac/193__[gac][nod][cou_fol]0719__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/193__[gac][nod][cou_fol]0719__2.wav,gac,3
2496,../../IRMAS/IRMAS-TrainingData/gac/200__[gac][nod][cou_fol]0714__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/200__[gac][nod][cou_fol]0714__1.wav,gac,3
2497,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0580__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0580__1.wav,gac,3
2498,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0584__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0584__3.wav,gac,3
2499,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0596__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0596__1.wav,gac,3
2500,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0561__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0561__3.wav,gac,3
2501,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0660__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0660__2.wav,gac,3
2502,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0628__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0628__3.wav,gac,3
2503,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0535__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0535__3.wav,gac,3
2504,../../IRMAS/IRMAS-TrainingData/gac/195__[gac][nod][cou_fol]0773__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/195__[gac][nod][cou_fol]0773__2.wav,gac,3
2505,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0726__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0726__2.wav,gac,3
2506,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0605__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0605__3.wav,gac,3
2507,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0727__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0727__2.wav,gac,3
2508,../../IRMAS/IRMAS-TrainingData/gac/170__[gac][nod][pop_roc]0628__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/170__[gac][nod][pop_roc]0628__2.wav,gac,3
2509,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0565__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0565__1.wav,gac,3
2510,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0525__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0525__3.wav,gac,3
2511,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0560__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0560__1.wav,gac,3
2512,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0529__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0529__3.wav,gac,3
2513,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0721__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0721__1.wav,gac,3
2514,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0699__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0699__2.wav,gac,3
2515,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0555__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0555__1.wav,gac,3
2516,../../IRMAS/IRMAS-TrainingData/gac/159__[gac][nod][cou_fol]0718__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/159__[gac][nod][cou_fol]0718__2.wav,gac,3
2517,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0669__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0669__3.wav,gac,3
2518,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0680__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0680__2.wav,gac,3
2519,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0696__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0696__3.wav,gac,3
2520,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0689__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0689__2.wav,gac,3
2521,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0601__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0601__1.wav,gac,3
2522,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0693__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0693__2.wav,gac,3
2523,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0544__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0544__2.wav,gac,3
2524,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0641__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0641__3.wav,gac,3
2525,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0526__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0526__2.wav,gac,3
2526,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0571__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0571__3.wav,gac,3
2527,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0550__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0550__1.wav,gac,3
2528,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0639__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0639__3.wav,gac,3
2529,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0677__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0677__3.wav,gac,3
2530,../../IRMAS/IRMAS-TrainingData/gac/110__[gac][nod][cou_fol]0771__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/110__[gac][nod][cou_fol]0771__2.wav,gac,3
2531,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0528__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0528__2.wav,gac,3
2532,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0691__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0691__1.wav,gac,3
2533,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0620__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0620__2.wav,gac,3
2534,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0693__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0693__3.wav,gac,3
2535,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0529__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0529__2.wav,gac,3
2536,../../IRMAS/IRMAS-TrainingData/gac/122__[gac][nod][cou_fol]0715__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/122__[gac][nod][cou_fol]0715__2.wav,gac,3
2537,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0606__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0606__3.wav,gac,3
2538,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0574__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0574__1.wav,gac,3
2539,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0663__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0663__1.wav,gac,3
2540,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0684__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0684__1.wav,gac,3
2541,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0604__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0604__1.wav,gac,3
2542,../../IRMAS/IRMAS-TrainingData/gac/193__[gac][nod][cou_fol]0719__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/193__[gac][nod][cou_fol]0719__1.wav,gac,3
2543,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0663__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0663__3.wav,gac,3
2544,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0597__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0597__1.wav,gac,3
2545,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0565__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0565__3.wav,gac,3
2546,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0692__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0692__1.wav,gac,3
2547,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0562__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0562__1.wav,gac,3
2548,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0705__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0705__2.wav,gac,3
2549,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0632__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0632__1.wav,gac,3
2550,../../IRMAS/IRMAS-TrainingData/gac/122__[gac][nod][cou_fol]0715__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/122__[gac][nod][cou_fol]0715__1.wav,gac,3
2551,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0551__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0551__1.wav,gac,3
2552,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0695__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0695__1.wav,gac,3
2553,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0704__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0704__3.wav,gac,3
2554,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0583__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0583__1.wav,gac,3
2555,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0590__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0590__2.wav,gac,3
2556,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0692__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0692__3.wav,gac,3
2557,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0679__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0679__1.wav,gac,3
2558,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0642__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0642__1.wav,gac,3
2559,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0669__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0669__2.wav,gac,3
2560,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0607__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0607__2.wav,gac,3
2561,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0568__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0568__1.wav,gac,3
2562,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0608__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0608__1.wav,gac,3
2563,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0540__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0540__3.wav,gac,3
2564,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0736__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0736__2.wav,gac,3
2565,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0569__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0569__3.wav,gac,3
2566,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0616__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0616__2.wav,gac,3
2567,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0606__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0606__1.wav,gac,3
2568,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0619__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0619__3.wav,gac,3
2569,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0588__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0588__1.wav,gac,3
2570,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0609__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0609__1.wav,gac,3
2571,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0537__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0537__1.wav,gac,3
2572,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0570__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0570__1.wav,gac,3
2573,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0523__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0523__3.wav,gac,3
2574,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0730__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0730__2.wav,gac,3
2575,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0577__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0577__1.wav,gac,3
2576,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0604__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0604__2.wav,gac,3
2577,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0701__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0701__3.wav,gac,3
2578,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0554__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0554__3.wav,gac,3
2579,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0558__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0558__2.wav,gac,3
2580,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0561__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0561__2.wav,gac,3
2581,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0602__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0602__3.wav,gac,3
2582,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0593__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0593__2.wav,gac,3
2583,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0531__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0531__2.wav,gac,3
2584,../../IRMAS/IRMAS-TrainingData/gac/082__[gac][nod][cou_fol]0670__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/082__[gac][nod][cou_fol]0670__2.wav,gac,3
2585,../../IRMAS/IRMAS-TrainingData/gac/200__[gac][nod][cou_fol]0714__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/200__[gac][nod][cou_fol]0714__2.wav,gac,3
2586,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0658__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0658__2.wav,gac,3
2587,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0593__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0593__3.wav,gac,3
2588,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0580__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0580__2.wav,gac,3
2589,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0725__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0725__3.wav,gac,3
2590,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0657__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0657__3.wav,gac,3
2591,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0538__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0538__3.wav,gac,3
2592,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0636__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0636__2.wav,gac,3
2593,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0586__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0586__2.wav,gac,3
2594,../../IRMAS/IRMAS-TrainingData/gac/195__[gac][nod][cou_fol]0773__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/195__[gac][nod][cou_fol]0773__3.wav,gac,3
2595,../../IRMAS/IRMAS-TrainingData/gac/168__[gac][dru][cou_fol]0674__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/168__[gac][dru][cou_fol]0674__2.wav,gac,3
2596,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0601__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0601__2.wav,gac,3
2597,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0544__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0544__1.wav,gac,3
2598,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0617__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0617__1.wav,gac,3
2599,../../IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0607__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][jaz_blu]0607__1.wav,gac,3
2600,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0644__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0644__2.wav,gac,3
2601,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0733__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0733__2.wav,gac,3
2602,../../IRMAS/IRMAS-TrainingData/gac/054__[gac][dru][cou_fol]0763__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/054__[gac][dru][cou_fol]0763__2.wav,gac,3
2603,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0700__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0700__3.wav,gac,3
2604,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0698__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0698__1.wav,gac,3
2605,../../IRMAS/IRMAS-TrainingData/gac/[gac][cla]0664__1.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][cla]0664__1.wav,gac,3
2606,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0702__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0702__3.wav,gac,3
2607,../../IRMAS/IRMAS-TrainingData/gac/051__[gac][dru][pop_roc]0624__3.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/051__[gac][dru][pop_roc]0624__3.wav,gac,3
2608,../../IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0682__2.wav,/home/douglas/Documents/tcc/IRMAS/IRMAS-TrainingData/gac/[gac][pop_roc]0682__2.wav,gac,3
